node,weighted_degree
lisesi,23.255128
veya,23.255128
albüm,15.627564
albümü,15.627564
gitar,15.627564
müzik,15.627564
şarkı,15.627564
başkanı,15.627564
genel,15.627564
milletvekili,15.627564
parti,15.627564
partisi,15.627564
bağlı,15.627564
ilinin,15.627564
ilçesine,15.627564
