node,weighted_degree
yew,200.77279600000006
komunê,166.63546800000006
komune,148.95344400000005
grand,134.96114600000004
komuna,130.52956000000006
esti,115.52189800000004
asmêniyo,109.64498000000002
ngc,109.64498000000002
gêno,109.18077000000004
wılayetê,106.40818200000004
to,94.423652
gêna,88.35522800000001
cısmê,87.16344400000001
xeta,84.196346
auvergne,83.60387600000001
