node,weighted_degree
cinîyan,20.348236999999997
yê,20.348236999999997
kanalizasyoni,20.348236999999997
şebekey,20.348236999999997
ez,17.441346
ma,17.441346
mi,17.441346
cısım,17.441346
katalogê,17.441346
neweyê,17.441346
000,15.627564
amardışê,15.627564
hezar,15.627564
nefero,15.627564
peyêni,15.627564
