node,weighted_degree
komunê,67.723498
komuna,56.349063
to,54.63553200000001
wılayetê,49.829057
yew,47.36322699999999
grand,46.854474
biyo,45.856663999999995
gêno,43.41174
mi,42.44768399999999
komune,41.913187
esti,40.066713
qezay,39.199507
eyaletê,38.888293999999995
xeta,37.50041100000001
keşıf,36.82240399999999
