node,weighted_degree
türkiye,74.39287500000002
bağlı,69.710746
türk,55.44808300000001
türüdür,50.76595400000001
şarkı,37.889584000000006
lisesi,37.889584000000006
için,37.889584000000006
veya,37.889584000000006
film,37.889584000000006
karşı,37.889584000000006
öldü,37.889584000000006
imparatorluğu,37.889584000000006
sanat,37.889584000000006
nda,37.889584000000006
10,37.889584000000006
