node,weighted_degree
lisesi,21.6644
veya,21.6644
albüm,10.8322
albümü,10.8322
gitar,10.8322
müzik,10.8322
şarkı,10.8322
anadolu,10.8322
bantia,10.8322
john,10.8322
william,10.8322
için,10.8322
kullanıcı,10.8322
microsoft,10.8322
windows,10.8322
