node,weighted_degree
türkiye,47.763654
bağlı,40.198848
türk,38.627151999999995
lisesi,32.344407999999994
film,32.344407999999994
karşı,32.344407999999994
öldü,32.344407999999994
sanat,32.344407999999994
yıl,32.344407999999994
şarkı,31.651260999999998
veya,31.651260999999998
10,31.651260999999998
onu,31.651260999999998
16,31.651260999999998
nda,31.651260999999995
