source	target	weight
britanya	kanalê	7.011227
britanya	tv	6.011227
britanya	têlevizyoniyê	7.011227
gırdeyo	kanalê	7.011227
gırdeyo	tv	6.011227
gırdeyo	têlevizyoniyê	7.011227
kanalê	tv	6.011227
kanalê	têlevizyoniyê	7.011227
tv	têlevizyoniyê	6.011227
aseno	diyagrami	7.011227
aseno	gorey	5.426265
aseno	grafikê	5.426265
aseno	serran	7.011227
diyagrami	gorey	5.426265
diyagrami	grafikê	5.426265
diyagrami	serran	7.011227
gorey	serran	5.426265
grafikê	serran	5.426265
afrika	afrikaya	7.011227
afrika	cumhuriyetê	7.011227
afrika	knyaciya	7.011227
afrika	qıtay	7.011227
afrikaya	cumhuriyetê	7.011227
afrikaya	knyaciya	7.011227
afrikaya	qıtay	7.011227
cumhuriyetê	knyaciya	7.011227
cumhuriyetê	qıtay	7.011227
knyaciya	qıtay	7.011227
be	bena	7.011227
be	ekonomiye	7.011227
be	heywanweyikerdış	7.011227
be	ziraet	7.011227
bena	ekonomiye	7.011227
bena	heywanweyikerdış	7.011227
bena	ziraet	7.011227
ekonomiye	heywanweyikerdış	7.011227
ekonomiye	ziraet	7.011227
heywanweyikerdış	ziraet	7.011227
esti	gêna	1.881944
esti	komune	2.033947
esti	na	2.203872
grand	gêna	1.689299
grand	komune	1.841302
grand	na	2.011227
gêna	na	4.274262
bio	keşıf	5.011227
bio	kışta	6.011227
bio	paniai	7.011227
bio	terefê	5.011227
keşıf	kışta	4.011227
keşıf	paniai	5.011227
kışta	paniai	6.011227
kışta	terefê	4.011227
paniai	terefê	5.011227
alpan	overn	7.011227
alpan	qanalizasyoni	7.011227
alpan	ron	7.011227
alpan	çıniyo	7.011227
overn	qanalizasyoni	7.011227
overn	ron	7.011227
overn	çıniyo	7.011227
qanalizasyoni	ron	7.011227
qanalizasyoni	çıniyo	7.011227
ron	çıniyo	7.011227
komuna	manchea	4.203872
komuna	mancheya	4.203872
komuna	yew	1.396517
manchea	mancheya	7.011227
manchea	wılayetê	4.426265
manchea	yew	3.203872
mancheya	wılayetê	4.426265
mancheya	yew	3.203872
wılayetê	yew	2.203872
hende	jê	7.011227
hende	jêde	7.011227
hende	çekuyê	7.011227
hende	çiqas	7.011227
jê	jêde	7.011227
jê	çekuyê	7.011227
jê	çiqas	7.011227
jêde	çekuyê	7.011227
jêde	çiqas	7.011227
çekuyê	çiqas	7.011227
mi	ti	4.011227
mi	va	5.011227
mi	vano	5.011227
ti	va	6.011227
ti	vano	6.011227
to	va	4.689299
to	vano	4.689299
va	vano	7.011227
esti	fransa	3.203872
esti	komuna	2.396517
esti	moselley	4.203872
fransa	grand	3.011227
fransa	komuna	2.203872
fransa	moselley	5.011227
grand	komuna	2.203872
grand	moselley	4.011227
komuna	moselley	4.203872
asmênio	cısımê	3.426265
asmêniyo	cısımê	3.841302
cısımê	ngc	3.841302
cısımê	yew	3.203872
gêna	mıntıqaya	3.104337
gêna	occitanie	4.689299
komune	occitanie	3.841302
mıntıqaya	occitanie	5.426265
na	occitanie	5.011227
france	gêna	3.104337
france	komune	2.256340
france	na	3.426265
france	île	5.426265
gêna	île	4.689299
komune	île	3.841302
na	île	5.011227
anatoliya	mıntıqay	7.011227
anatoliya	rıha	7.011227
anatoliya	sêwrega	7.011227
anatoliya	sêwregi	7.011227
mıntıqay	rıha	7.011227
mıntıqay	sêwrega	7.011227
mıntıqay	sêwregi	7.011227
rıha	sêwrega	7.011227
rıha	sêwregi	7.011227
sêwrega	sêwregi	7.011227
dvb	fm	7.011227
dvb	kw	7.011227
dvb	radyo	7.011227
dvb	radyoyê	7.011227
fm	kw	7.011227
fm	radyo	7.011227
fm	radyoyê	7.011227
kw	radyo	7.011227
kw	radyoyê	7.011227
radyo	radyoyê	7.011227
cayê	dero	6.011227
cayê	esti	4.203872
cayê	grand	4.011227
cayê	meuseyi	6.011227
dero	esti	4.203872
dero	grand	4.011227
dero	meuseyi	6.011227
esti	meuseyi	4.203872
grand	meuseyi	4.011227
esti	haute	2.618910
esti	marney	4.203872
grand	haute	2.426265
grand	marney	4.011227
haute	komuna	2.618910
haute	marney	5.426265
komuna	marney	4.203872
eniya	komuna	4.203872
eniya	saint	5.426265
eniya	vendéeya	7.011227
eniya	yew	3.203872
komuna	saint	2.618910
komuna	vendéeya	4.203872
saint	vendéeya	5.426265
saint	yew	1.618910
vendéeya	yew	3.203872
gêno	komun	4.426265
gêno	loire	3.426265
gêno	pays	3.426265
gêno	taxımestareyê	3.426265
komun	loire	6.011227
komun	pays	6.011227
komun	taxımestareyê	6.011227
loire	pays	6.011227
loire	taxımestareyê	5.011227
pays	taxımestareyê	5.011227
et	meurthe	6.011227
et	moselleo	6.011227
et	wılayetê	3.426265
komunê	meurthe	3.841302
komunê	moselleo	3.841302
komunê	wılayetê	3.256340
meurthe	moselleo	7.011227
meurthe	wılayetê	4.426265
moselleo	wılayetê	4.426265
est	grand	4.011227
est	haut	7.011227
est	komunê	3.841302
est	rhiniyo	7.011227
grand	haut	4.011227
grand	komunê	0.841302
grand	rhiniyo	4.011227
haut	komunê	3.841302
haut	rhiniyo	7.011227
komunê	rhiniyo	3.841302
devrekiya	dewa	7.011227
devrekiya	qezay	5.426265
devrekiya	zonğuldaki	7.011227
devrekiya	çaycumaya	7.011227
dewa	qezay	5.426265
dewa	zonğuldaki	7.011227
dewa	çaycumaya	7.011227
qezay	zonğuldaki	5.426265
qezay	çaycumaya	5.426265
zonğuldaki	çaycumaya	7.011227
komune	la	3.841302
komune	loire	2.841302
komune	pays	2.841302
la	loire	6.011227
la	mıntıqaya	5.426265
la	pays	6.011227
loire	mıntıqaya	4.426265
mıntıqaya	pays	4.426265
bira	bêvenga	7.011227
bira	coke	7.011227
bira	pil	7.011227
bira	piya	7.011227
bêvenga	coke	7.011227
bêvenga	pil	7.011227
bêvenga	piya	7.011227
coke	pil	7.011227
coke	piya	7.011227
pil	piya	7.011227
komunê	sarthea	3.841302
komunê	sartheya	3.841302
komunê	yew	1.033947
sarthea	sartheya	7.011227
sarthea	wılayetê	4.426265
sarthea	yew	3.203872
sartheya	wılayetê	4.426265
sartheya	yew	3.203872
914	asmêniyo	3.841302
914	cısımê	6.011227
914	ngc	3.841302
914	yew	3.203872
1983	1989ıne	7.011227
1983	1994ıne	7.011227
1983	muxtarê	7.011227
1983	serra	6.011227
1989ıne	1994ıne	7.011227
1989ıne	muxtarê	7.011227
1989ıne	serra	6.011227
1994ıne	muxtarê	7.011227
1994ıne	serra	6.011227
muxtarê	serra	6.011227
avantac	biyo	5.011227
avantac	rainforest	7.011227
avantac	swifti	7.011227
avantac	vehbi	7.011227
biyo	rainforest	5.011227
biyo	swifti	5.011227
biyo	vehbi	5.011227
rainforest	swifti	7.011227
rainforest	vehbi	7.011227
swifti	vehbi	7.011227
esti	gêno	1.618910
fransa	gêno	2.426265
grand	gêno	1.426265
alpesi	ardècheya	7.011227
alpesi	auvergne	4.689299
alpesi	komuna	4.203872
alpesi	rhône	4.689299
ardècheya	auvergne	4.689299
ardècheya	komuna	4.203872
ardècheya	rhône	4.689299
auvergne	komuna	1.881944
komuna	rhône	1.881944
gêna	gêno	2.104337
gêna	gênê	3.689299
gêna	teber	4.689299
gêna	xo	3.689299
gêno	gênê	3.426265
gêno	teber	4.426265
gêno	xo	3.426265
gênê	teber	6.011227
gênê	xo	5.011227
teber	xo	6.011227
amerika	amerikay	7.011227
amerika	amerikayê	7.011227
amerika	dewletanê	7.011227
amerika	yewbiyayeyana	7.011227
amerikay	amerikayê	7.011227
